materialType	materialLabel	cause	causeIri	outcomeIri	relationship	outcome	quote	doi	hazard_reduction	hazard_increase	causeComment	outcomeComment
http://purl.enanomapper.net/onto/ENM_0218062	TiO2@SiO2 nanocomposite	Nanoparticle material part consisting of a silica coat	http://purl.enanomapper.net/onto/ENM_3733911	http://purl.bioontology.org/ontology/npo#NPO_1235	positively_correlates	surface area	The increase of hydrodynamic diameter as a function of the TiO2:SiO2 ratio is caused by both the steric hindrance of SiO2 heterocoagulated on the TiO2 surface and the consequent electrostatic destabilization due to the progressive neutralization of the TiO2 surface charge with the increase of SiO2 content [29,30].	https://doi.org/10.3390/nano9071041	0	0	Silica coating.	-
http://purl.enanomapper.net/onto/ENM_0218062	TiO2@SiO2 nanocomposite	Nanoparticle material part consisting of a silica coat	http://purl.enanomapper.net/onto/ENM_3733911	http://purl.bioontology.org/ontology/npo#NPO_1235	positively_correlates	surface area	Akhtar et al. have reported that the addition of SiO2 drastically altered the morphology of TiO2 particles from polyhedral to spheroidal, increased the extent of aggregation, increased the specific surface area, reduced the primary particle size, and decreased the rutile content 	https://doi.org/10.3390/nano9071041	0	0	Silica coating.	-
http://purl.enanomapper.net/onto/ENM_0218062	TiO2@SiO2 nanocomposite	Nanoparticle material part consisting of a silica coat	http://purl.enanomapper.net/onto/ENM_3733911	http://purl.bioontology.org/ontology/npo#NPO_1915	positively_correlates	hydrodynamic diameter	The increase of hydrodynamic diameter as a function of the TiO2:SiO2 ratio is caused by both the steric hindrance of SiO2 heterocoagulated on the TiO2 surface and the consequent electrostatic destabilization due to the progressive neutralization of the TiO2 surface charge with the increase of SiO2 content [29,30].	https://doi.org/10.3390/nano9071041	0	0	Silica coating.	-
http://purl.enanomapper.net/onto/ENM_0218062	TiO2@SiO2 nanocomposite	Nanoparticle material part consisting of a silica coat	http://purl.enanomapper.net/onto/ENM_3733911	http://purl.enanomapper.org/onto/ENM_0000068	positively_correlates	viability	A significant impact on cell viability was observed only with TiO2:SiO2 3:1 at the higher concentrations and necrosis, and slight apoptosis, seems to be the main pathways of cell death. A549 necrosis induced by exposure to 75 µg TiO2/mL TiO2:SiO2 3:1 is mediated by increasing reactive oxygen species, according to mechanisms widely described in literature concerning NPs cytotoxicity [48,49].	https://doi.org/10.3390/nano9071041	0	0	Silica coating.	-
http://purl.enanomapper.net/onto/ENM_0218062	TiO2@SiO2 nanocomposite	Nanoparticle material part consisting of a silica coat	http://purl.enanomapper.net/onto/ENM_3733911	http://purl.enanomapper.net/onto/ENM_2012432	negatively_correlates	anatase to rutile phase transformation	Akhtar et al. have reported that the addition of SiO2 drastically altered the morphology of TiO2 particles from polyhedral to spheroidal, increased the extent of aggregation, increased the specific surface area, reduced the primary particle size, and decreased the rutile content 	https://doi.org/10.3389/fchem.2021.738969	0	0	Silica coating.	-
http://purl.enanomapper.net/onto/ENM_0218062	TiO2@SiO2 nanocomposite	Nanoparticle material part consisting of a silica coat	http://purl.enanomapper.net/onto/ENM_3733911	http://purl.enanomapper.net/onto/ENM_2012432	negatively_correlates	anatase to rutile phase transformation	The presence of SiO2 in TiO2/SiO2 Nc (15%) not only inhibits the anatase to rutile phase transformation but also enhances the photocatalytic performance of TiO2 NPs	https://doi.org/10.3389/fchem.2021.738969	0	0	Silica coating.	-
http://purl.enanomapper.net/onto/ENM_0218062	TiO2@SiO2 nanocomposite	Nanoparticle material part consisting of a silica coat	http://purl.enanomapper.net/onto/ENM_3733911	http://purl.enanomapper.net/onto/ENM_2012432	negatively_correlates	anatase to rutile phase transformation	As shown in Table 2, the mass fraction of anatase increases from 64.4 to 90.7% when the SiO2 content increases from 0 to 50%. 	https://doi.org/10.3389/fchem.2021.738969	0	0	Silica coating.	-
http://purl.enanomapper.net/onto/ENM_0218062	TiO2@SiO2 nanocomposite	Nanoparticle material part consisting of a silica coat	http://purl.enanomapper.net/onto/ENM_3733911	http://purl.bioontology.org/ontology/npo#NPO_1967	negatively_correlates	aggregation	the firm immobilisation of the TiO2 nanoparticles at the surface of the silica matrix ensures stability against aggregation during the reaction (which, on the other hand, is a known issue for P25 TiO2	https://doi.org/10.1016/j.apcata.2021.118179	0	0	Silica coating.	-
http://purl.enanomapper.net/onto/ENM_0218062	TiO2@SiO2 nanocomposite	Nanoparticle material part consisting of a silica coat	http://purl.enanomapper.net/onto/ENM_3733911	http://purl.bioontology.org/ontology/npo#NPO_1235	positively_correlates	surface area	due to the different atomic mass of titanium and silicon: increasing the relative amount of TiO2 leads to a decreased specific surface area	https://doi.org/10.1016/j.apcata.2021.118179	0	0	Silica coating.	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	Hydroxy-functionalization of a nanoparticle	http://purl.enanomapper.net/onto/ENM_6674110	http://purl.bioontology.org/ontology/npo#NPO_1338	negatively_correlates	toxicity	the GO with lower epoxy and hydroxyl groups tended to have a lower PELI1.5total and, thus, a higher toxicity.	https://doi.org/10.3390/ijms221910578	1	0	Functionalization of a nanoparticle through hydroxyl groups, comprised of one oxygen atom covalently bonded to one hydrogen atom	-
http://purl.enanomapper.net/onto/ENM_0218062	TiO2@SiO2 nanocomposite	Electrostatic stability	http://purl.enanomapper.net/onto/ENM_7849436	http://purl.bioontology.org/ontology/npo#NPO_1812	negatively_correlates	surface charge	The increase of hydrodynamic diameter as a function of the TiO2:SiO2 ratio is caused by both the steric hindrance of SiO2 heterocoagulated on the TiO2 surface and the consequent electrostatic destabilization due to the progressive neutralization of the TiO2 surface charge with the increase of SiO2 content [29,30].	https://doi.org/10.3390/nano9071041	0	0	The quality of being free from changes due to the counterbalance between attractive Van der Waals and repulsive Coulomb forces	-
http://purl.obolibrary.org/obo/CHEBI_51050	titanium dioxide nanoparticle	Photocatalytic activity	http://purl.enanomapper.org/onto/ENM_8000316	http://purl.bioontology.org/ontology/npo#NPO_1338	positively_correlates	toxicity	As Table 1 illustrates, those samples that were the effective photocatalysts were also the most cytotoxic and inflammatory in cell culture.	https://doi.org/10.1093/toxsci/kfj197	0	1	Catalysis of a photoreaction upon irradiation of the photocatalist bearer of this disposition	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	reactive oxygen species biosynthetic process	http://purl.obolibrary.org/obo/GO_1903409	http://purl.enanomapper.org/onto/ENM_0000037	#N/A	Oxidative stress	Many reports have proposed that oxidative stress is one of the mechanisms involved in the toxic effects of carbon nanomaterials.2,24,37,90 The oxidative stress in target cells is caused by the generation of reactive oxygen species (ROS).2 Antioxidant enzymes, such as superoxide dismutase or glutathione per-oxidase, are able to reduce and eliminate ROS. If homeostasis is not achieved, cellular macromolecules, such as proteins, DNA, and lipids, can be damaged.2	https://doi.org/10.1021/tx400385x	0	0	The chemical reactions and pathways resulting in the formation of reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen.	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	reactive oxygen species biosynthetic process	http://purl.obolibrary.org/obo/GO_1903409	http://purl.bioontology.org/ontology/npo#NPO_1340	positively_correlates	cytotoxicity	he current literature proposes that the generation of reactive oxygen species in target cells is the most important cytotoxicity mechanism of graphene.	https://doi.org/10.1021/tx400385x	0	1	The chemical reactions and pathways resulting in the formation of reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen.	-
http://purl.enanomapper.net/onto/ENM_0218062	TiO2@SiO2 nanocomposite	Steric hindrance	http://purl.enanomapper.net/onto/ENM_8461735	http://purl.bioontology.org/ontology/npo#NPO_1915	positively_correlates	hydrodynamic diameter	The increase of hydrodynamic diameter as a function of the TiO2:SiO2 ratio is caused by both the steric hindrance of SiO2 heterocoagulated on the TiO2 surface and the consequent electrostatic destabilization due to the progressive neutralization of the TiO2 surface charge with the increase of SiO2 content [29,30].	https://doi.org/10.3390/nano9071041	0	0	Increased energy price of a reaction due to steric effects (the atomic spacial arrangement in a molecule or ion)	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	oxidation state	http://semanticscience.org/resource/CHEMINF_001101	http://purl.bioontology.org/ontology/npo#NPO_1338	does_not_correlate	toxicity	The results reveal that, indeed, the elemental composition and size do exert impacts on GO toxicity, while the oxidation level exhibits no significant effects	https://doi.org/10.3390%2Fnano9081180	0	0	Oxidation state is an atomic descriptor that gives the degree of oxidation of an atom in terms of counting electrons. The higher the oxidation state (OS) of a given atom, the greater is its degree of oxidation. [source: IUPAC Gold Book - https://doi.org/10.1351/goldbook.O04365]	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	oxidation state	http://semanticscience.org/resource/CHEMINF_001101	http://purl.bioontology.org/ontology/npo#NPO_1338	does_not_correlate	toxicity	The results reveal that, indeed, the elemental composition and size do exert impacts on GO toxicity, while the oxidation level exhibits no significant effects	https://doi.org/10.3390/ijms221910578	0	0	Oxidation state is an atomic descriptor that gives the degree of oxidation of an atom in terms of counting electrons. The higher the oxidation state (OS) of a given atom, the greater is its degree of oxidation. [source: IUPAC Gold Book - https://doi.org/10.1351/goldbook.O04365]	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	oral administration	http://purl.obolibrary.org/obo/OBI_0000952	http://purl.enanomapper.org/onto/ENM_0000038	negatively_correlates	Uptake	PEGylated GO materials showed no uptake via oral administration, indicating limited intestinal absorption of the material, with almost complete excretion. In contrast, upon i.p. injection in mice, PEGylated GO was found to accumulate in the liver and spleen. The authors assumed that PEGylated GO materials were engulfed in a size- and surfacecapping dependent process by phagocytes after i.p. injection.	https://doi.org/10.1016/j.biomaterials.2013.01.001	1	0	An administering substance in vivo into the mouth of an organism	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	intravenous injection	http://purl.obolibrary.org/obo/OBI_0000994	http://purl.enanomapper.org/onto/ENM_0000038	positively_correlates	Uptake	PEGylated GO materials showed no uptake via oral administration, indicating limited intestinal absorption of the material, with almost complete excretion. In contrast, upon i.p. injection in mice, PEGylated GO was found to accumulate in the liver and spleen. The authors assumed that PEGylated GO materials were engulfed in a size- and surfacecapping dependent process by phagocytes after i.p. injection.	https://doi.org/10.1016/j.biomaterials.2013.01.001	0	1	is the injection of a material entity (bearing the administered substance role) into the vein (bearing the target role) of an organism using a syringe	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	Carboxy-functionalization of a nanoparticle	http://purl.enanomapper.net/onto/ENM_0468307	http://purl.bioontology.org/ontology/npo#NPO_1338	positively_correlates	toxicity	the GO with lower epoxy and hydroxyl groups tended to have a lower PELI1.5total and, thus, a higher toxicity.	https://doi.org/10.3390/ijms221910578	0	1	Functionalization of a nanoparticle through carboxy groups	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	Glucose-functionalization of a nanoparticle	http://purl.enanomapper.net/onto/ENM_0468309	http://purl.bioontology.org/ontology/npo#NPO_1338	negatively_correlates	toxicity	GO suspension and glucose-functionalized GO exhibited biocompatible properties and higher photothermal therapy efficiencies	https://doi.org/10.1021/tx400385x	1	0	Functionalization of a nanoparticle via the addition of glucose	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	Carbon-carbon-functionalization of a nanoparticle	http://purl.enanomapper.net/onto/ENM_9318045	http://purl.bioontology.org/ontology/npo#NPO_1338	positively_correlates	toxicity	the GO with lower epoxy and hydroxyl groups tended to have a lower PELI1.5total and, thus, a higher toxicity.	https://doi.org/10.3390/ijms221910578	0	1	Functionalization of a nanoparticle through carbon-carbon groups	-
http://purl.obolibrary.org/obo/CHEBI_51050	titanium dioxide nanoparticle	anatase nanoparticle	http://purl.enanomapper.org/onto/ENM_8000314	http://purl.bioontology.org/ontology/npo#NPO_1816	negatively_correlates	percent cell viability	Specifically, nano-TiO2 anatase particles produced a high LDH release in cells under ambient conditions and a higher cellular LDH release when exposed to UV light after nano-TiO2 particle inoculation. Nano-TiO2 anatase/rutile particles produced a biological response less than that of anatase but greater than rutile. In addition, nano-TiO2 anatase particles decreased mitochondrial activity (or cellular viability) and enhanced IL-8 in both HDF and A549 cell lines.	https://doi.org/10.1093/toxsci/kfj197	0	1	-	-
http://purl.obolibrary.org/obo/CHEBI_51050	titanium dioxide nanoparticle	anatase nanoparticle	http://purl.enanomapper.org/onto/ENM_8000314	http://purl.bioontology.org/ontology/npo#NPO_1816	negatively_correlates	percent cell viability	Nano-TiO2 anatase/rutile particles produced a biological response less than that of anatase but greater than rutile. In addition, nano-TiO2 anatase particles decreased mitochondrial activity (or cellular viability) and enhanced IL-8 in both HDF and A549 cell lines.	https://doi.org/10.1093/toxsci/kfj197	0	1	-	-
http://purl.obolibrary.org/obo/CHEBI_51050	titanium dioxide nanoparticle	anatase nanoparticle	http://purl.enanomapper.org/onto/ENM_8000314	http://purl.bioontology.org/ontology/npo#NPO_1338	positively_correlates	toxicity	While overall the toxicity in culture was low, different types of nano-TiO2 did exhibit different levels of toxicity. Nano-TiO2 anatase particles were the most cytotoxic to human cells in culture, while nano-TiO2 rutile particles were the least cytotoxic. Specifically, nano-TiO2 anatase particles induced an LC50 of 3.6 lg/ml, while nano-TiO2 rutile particles induced an LC50 of 550 lg/ml.	https://doi.org/10.1093/toxsci/kfj197	0	1	-	-
http://purl.obolibrary.org/obo/CHEBI_51050	titanium dioxide nanoparticle	rutile nanoparticle	http://purl.enanomapper.org/onto/ENM_8000315	http://purl.bioontology.org/ontology/npo#NPO_1338	negatively_correlates	toxicity	While overall the toxicity in culture was low, different types of nano-TiO2 did exhibit different levels of toxicity. Nano-TiO2 anatase particles were the most cytotoxic to human cells in culture, while nano-TiO2 rutile particles were the least cytotoxic. Specifically, nano-TiO2 anatase particles induced an LC50 of 3.6 lg/ml, while nano-TiO2 rutile particles induced an LC50 of 550 lg/ml.	https://doi.org/10.1093/toxsci/kfj197	1	0	-	-
http://purl.obolibrary.org/obo/CHEBI_51050	titanium dioxide nanoparticle	anatase to rutile phase transformation	http://purl.enanomapper.net/onto/ENM_2012432	http://purl.bioontology.org/ontology/npo#NPO_1338	negatively_correlates	toxicity	While overall the toxicity in culture was low, different types of nano-TiO2 did exhibit different levels of toxicity. Nano-TiO2 anatase particles were the most cytotoxic to human cells in culture, while nano-TiO2 rutile particles were the least cytotoxic. Specifically, nano-TiO2 anatase particles induced an LC50 of 3.6 lg/ml, while nano-TiO2 rutile particles induced an LC50 of 550 lg/ml.	https://doi.org/10.1093/toxsci/kfj197	1	0	-	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	sonication	http://purl.bioontology.org/ontology/npo#NPO_1961	http://purl.enanomapper.org/onto/ENM_0000038	positively_correlates	Uptake	With respect to the small-sized GO (2.5 h sonicated), the internalization of tiny GO sheets would be the main mode of action.	https://doi.org/10.3390/ijms221910578	0	1	-	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	doped core	http://purl.enanomapper.org/onto/ENM_9000242	http://purl.enanomapper.org/onto/ENM_0000038	correlates	Uptake	Distinct internalization capacity between the negatively charged GO and particles might be due to their different carboxyl distributions and curves. For the flat 2D GO, the curve was much smaller than that of spherical particles, imparting much higher carboxyl intensities when the cell-GO interaction happened. Therefore, the electrostatic repulsions between pristine GO and cell membrane would be more difficult to be conquered. From this point of view, when GO are used as drug carriers for these cells, functionalization including surface modification (e.g. receptor or peptide targeting) might be required for overcoming this repulsion.	https://doi.org/10.1016/j.biomaterials.2012.02.021	0	0	-	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	surface coating	http://purl.bioontology.org/ontology/npo#NPO_1962	http://purl.bioontology.org/ontology/npo#NPO_1338	correlates	toxicity	This review reveals that the toxicity of graphene is dependent on the graphene surface (the chemical structure or the nature of the functionalized coatings), size, number of layers, cell type, administration route (for in vivo experiments), dose, time of exposure, and synthesis method	https://doi.org/10.1021/tx400385x	0	0	-	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	PEGylation	http://purl.bioontology.org/ontology/npo#NPO_1965	http://purl.bioontology.org/ontology/npo#NPO_1338	negatively_correlates	toxicity	PEGylation of GO reduces the toxic effects in mice, and similarly, no severe toxicity was measured in vivo upon administration of GO as a component in injectable hydrogels for tissue engineering.65 	https://doi.org/10.1021/tx400385x	1	0	-	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	cell type	http://purl.enanomapper.net/onto/ENM_1850054	http://purl.bioontology.org/ontology/npo#NPO_1338	correlates	toxicity	This review reveals that the toxicity of graphene is dependent on the graphene surface (the chemical structure or the nature of the functionalized coatings), size, number of layers, cell type, administration route (for in vivo experiments), dose, time of exposure, and synthesis method	https://doi.org/10.1021/tx400385x	0	0	-	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	surface coating	http://purl.bioontology.org/ontology/npo#NPO_1962	http://purl.bioontology.org/ontology/npo#NPO_532	correlates	suspension	formation of hydrogen bonds between polar functional groups on the GO surface and water molecules, a stable GO colloidal suspension can be attained	https://doi.org/10.1021/tx400385x	0	0	-	-
http://purl.enanomapper.net/onto/ENM_0218062	TiO2@SiO2 nanocomposite	doped core	http://purl.enanomapper.org/onto/ENM_9000242	http://purl.bioontology.org/ontology/npo#NPO_1235	positively_correlates	surface area	With respect to influence of different metal and nonmetal dopants, C, N, Ag, and Fe could also improve crystallinity, increase in the specific surface area or thus, additionally, enhancing the photocatalytic performance regarding reaction time	https://doi.org/10.1007/s13399-023-03783-z	0	0	-	-
http://purl.enanomapper.net/onto/ENM_0218062	TiO2@SiO2 nanocomposite	surface area	http://purl.bioontology.org/ontology/npo#NPO_1235	http://purl.bioontology.org/ontology/npo#NPO_1969	positively_correlates	dispersion	The surface area of TiO2/SiO2 Nc (15%) is 132.9 m2/g (Figure 5C and Table 3), which is most 4 times larger than that of commercial mixture TiO2/SiO2 (31.4 m2/g). The increased specific surface area mainly results from the large specific surface area of SiO2 and nano size of TiO2/SiO2 Nc (15%). The TiO2/SiO2 Nc (15%) with a larger surface area can provide increased centers for absorption and photocatalytic reaction. In addition, high BET surface area is also clearly beneficial for contact between sample and bacteria lead to enhance the antibacterial ability.	https://doi.org/10.3389/fchem.2021.738969	0	0	-	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	core component	http://purl.bioontology.org/ontology/npo#NPO_1888	http://purl.bioontology.org/ontology/npo#NPO_1338	correlates	toxicity	Generally, the GOs that had gone through the same treatment were clustered together at higher concentrations (32 and 8 mg/L, C6-5 purple-colored in Figure 2A), suggesting a treatment-associated similarity in their properties.	https://doi.org/10.3390%2Fnano9081180	0	0	-	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	core component	http://purl.bioontology.org/ontology/npo#NPO_1888	http://purl.bioontology.org/ontology/npo#NPO_1338	correlates	toxicity	Generally, the GOs that had gone through the same treatment were clustered together at higher concentrations (32 and 8 mg/L, C6-5 purple-colored in Figure 2A), suggesting a treatment-associated similarity in their properties.	https://doi.org/10.3390/ijms221910578	0	0	-	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	core component	http://purl.bioontology.org/ontology/npo#NPO_1888	http://purl.bioontology.org/ontology/npo#NPO_1338	correlates	toxicity	The results reveal that, indeed, the elemental composition and size do exert impacts on GO toxicity, while the oxidation level exhibits no significant effects	https://doi.org/10.3390%2Fnano9081180	0	0	-	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	core component	http://purl.bioontology.org/ontology/npo#NPO_1888	http://purl.bioontology.org/ontology/npo#NPO_1338	correlates	toxicity	The results reveal that, indeed, the elemental composition and size do exert impacts on GO toxicity, while the oxidation level exhibits no significant effects	https://doi.org/10.3390/ijms221910578	0	0	-	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	surface coating	http://purl.bioontology.org/ontology/npo#NPO_1962	http://purl.bioontology.org/ontology/npo#NPO_1812	correlates	surface charge	The main oxygen containing functional groups, which are distributed on GO nanosheets are epoxides (C–O–C), phenolic hydroxyl (–OH), carboxylic (–COOH), and other carbonyl groups (C=O) resulting in polar surface properties. Due to these functionalities, GO nanosheets are hydrophilic and exfoliate easily in aqueous media	https://doi.org/10.3390%2Fnano9081180	0	0	-	-
http://purl.enanomapper.org/onto/ENM_0000117	graphene oxide nanoparticle	surface coating	http://purl.bioontology.org/ontology/npo#NPO_1962	http://purl.bioontology.org/ontology/npo#NPO_1812	correlates	surface charge	The main oxygen containing functional groups, which are distributed on GO nanosheets are epoxides (C–O–C), phenolic hydroxyl (–OH), carboxylic (–COOH), and other carbonyl groups (C=O) resulting in polar surface properties. Due to these functionalities, GO nanosheets are hydrophilic and exfoliate easily in aqueous media	https://doi.org/10.3390/ijms221910578	0	0	-	-
http://purl.bioontology.org/ontology/npo#NPO_1892	silver nanoparticle	surface coating	http://purl.bioontology.org/ontology/npo#NPO_1962	http://purl.bioontology.org/ontology/npo#NPO_1340	negatively_correlates	cytotoxicity	The dose-dependent effect of Ag NPs on cell viability (Fig. 3a) was similar to that detected by the MTT assay, and this effect was partly prevented by NAC pretreatment	https://doi.org/10.1007/s00204-010-0545-5	1	0	-	-
http://purl.bioontology.org/ontology/npo#NPO_1892	silver nanoparticle	surface coating	http://purl.bioontology.org/ontology/npo#NPO_1962	http://purl.bioontology.org/ontology/npo#NPO_1340	negatively_correlates	cytotoxicity	The dose-dependent effect of Ag NPs on cell viability (Fig. 3a) was similar to that detected by the MTT assay, and this effect was partly prevented by NAC pretreatment	https://doi.org/10.1016/j.tiv.2005.06.034	1	0	-	-
